Wavelengths,y
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
212.0,0.0
213.0,0.0
214.0,0.0
215.0,0.0
216.0,0.0
217.0,0.0
218.0,0.0
219.0,0.0
220.0,0.0
221.0,0.0
222.0,0.0
223.0,0.0
224.0,0.0
225.0,0.0
226.0,0.0
227.0,0.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,0.0
232.0,0.0
233.0,0.0
234.0,0.0
235.0,0.0
236.0,0.0
237.0,0.0
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,0.0
301.0,0.0
302.0,0.0
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,0.0
314.0,0.0
315.0,0.0
316.0,0.0
317.0,0.0
318.0,0.0
319.0,0.0
320.0,0.0
321.0,0.0
322.0,0.0
323.0,0.0
324.0,0.0
325.0,0.0
326.0,0.0
327.0,0.0
328.0,0.0
329.0,0.0
330.0,0.0
331.0,0.0
332.0,0.0
333.0,0.0
334.0,0.0
335.0,0.0
336.0,0.0
337.0,0.0
338.0,0.0
339.0,0.0
340.0,0.0
341.0,0.0
342.0,0.0
343.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
347.0,0.0
348.0,0.0
349.0,0.0
350.0,0.0
351.0,0.0
352.0,0.0
353.0,0.0
354.0,0.0
355.0,0.0
356.0,0.0
357.0,0.0
358.0,0.0
359.0,0.0
360.0,0.0
361.0,0.0
362.0,0.0
363.0,0.0
364.0,0.0
365.0,0.0
366.0,0.0
367.0,0.0
368.0,0.0
369.0,0.0
370.0,0.0
371.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
375.0,0.0
376.0,0.0
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,0.0
385.0,0.0
386.0,0.0
387.0,0.0
388.0,0.0
389.0,0.0
390.0,0.0
391.0,0.0
392.0,0.0
393.0,0.0
394.0,0.0
395.0,0.0
396.0,0.0
397.0,0.0
398.0,0.0
399.0,0.0
400.0,0.0
401.0,0.0
402.0,0.0
403.0,0.0
404.0,0.0
405.0,0.0
406.0,0.0
407.0,0.0
408.0,0.0
409.0,0.0
410.0,0.0
411.0,0.0
412.0,0.0
413.0,0.0
414.0,0.0
415.0,0.0
416.0,0.0
417.0,0.0
418.0,0.0
419.0,0.0
420.0,0.0
421.0,0.0
422.0,0.0
423.0,0.0
424.0,0.0
425.0,0.0
426.0,0.0
427.0,0.0
428.0,0.0
429.0,0.0
430.0,0.0
431.0,0.0
432.0,0.0
433.0,0.0
434.0,0.0
435.0,0.0
436.0,0.0
437.0,0.0
438.0,0.0
439.0,0.0
440.0,0.0
441.0,0.0
442.0,0.0
443.0,0.0
444.0,0.0
445.0,0.0
446.0,0.0
447.0,0.0
448.0,0.0
449.0,0.0
450.0,0.0
451.0,0.0
452.0,0.0
453.0,0.0
454.0,0.0
455.0,0.0
456.0,0.0
457.0,0.0
458.0,0.0
459.0,0.0
460.0,0.0
461.0,0.0
462.0,0.0
463.0,0.0
464.0,0.0
465.0,0.0
466.0,0.0
467.0,0.0
468.0,0.0
469.0,0.0
470.0,0.0
471.0,0.0
472.0,0.0
473.0,0.0
474.0,0.0
475.0,0.0
476.0,0.0
477.0,0.0
478.0,0.0
479.0,0.0
480.0,0.0
481.0,0.0
482.0,0.0
483.0,0.0
484.0,0.0
485.0,0.0
486.0,0.0
487.0,0.0
488.0,0.0
489.0,0.0
490.0,0.0
491.0,0.0
492.0,0.0
493.0,0.0
494.0,0.0
495.0,0.0
496.0,0.0
497.0,0.46443658692414336
498.0,0.47492813703106224
499.0,0.48418052314813204
500.0,0.4922555759215389
501.0,0.4992151259974688
502.0,0.505121004022108
503.0,0.5100350406416425
504.0,0.5140190665022584
505.0,0.5171349122501414
506.0,0.5194444085314778
507.0,0.5210093859924538
508.0,0.5218916752792556
509.0,0.5221531070380688
510.0,0.52185551191508
511.0,0.5210607205564746
512.0,0.5198305636084389
513.0,0.5182268717171594
514.0,0.5163114755288218
515.0,0.5141462056896123
516.0,0.5117928928457166
517.0,0.5093133676433212
518.0,0.506769460728612
519.0,0.5042230027477751
520.0,0.5017358243469964
521.0,0.4993697561724622
522.0,0.49718662887035847
523.0,0.495248273086871
524.0,0.4936165194681863
525.0,0.49235319866049015
526.0,0.49152014130996896
527.0,0.4911791780628082
528.0,0.4913921395651945
529.0,0.4922208564633135
530.0,0.4937271594033517
531.0,0.4959728790314948
532.0,0.49901984599392896
533.0,0.5028958961203015
534.0,0.5074928859741046
535.0,0.5126686773022914
536.0,0.5182811318518157
537.0,0.5241881113696301
538.0,0.5302474776026886
539.0,0.5363170922979441
540.0,0.5422548172023504
541.0,0.5479185140628605
542.0,0.5531660446264279
543.0,0.557855270640006
544.0,0.561844053850548
545.0,0.5649902560050073
546.0,0.567151738850337
547.0,0.568186364133491
548.0,0.5680007292019202
549.0,0.5666963738050684
550.0,0.5644235732928768
551.0,0.5613326030152874
552.0,0.5575737383222417
553.0,0.5532972545636808
554.0,0.5486534270895469
555.0,0.5437925312497809
556.0,0.5388648423943251
557.0,0.5340206358731204
558.0,0.5294101870361085
559.0,0.5251837712332312
560.0,0.52149166381443
561.0,0.5184841401296465
562.0,0.5163114755288218
563.0,0.515083886961912
564.0,0.5147513577789273
565.0,0.5152238129298933
566.0,0.5164111773648338
567.0,0.5182233760337742
568.0,0.520570333886739
569.0,0.5233619758737531
570.0,0.5265082269448412
571.0,0.529919012050028
572.0,0.5335042561393382
573.0,0.5371738841627964
574.0,0.5408378210704279
575.0,0.5444059918122569
576.0,0.5477883213383088
577.0,0.5508947345986074
578.0,0.5536608514080892
579.0,0.5561250710413337
580.0,0.5583514876378317
